"","id","min_rle","max_rle","count_rle","perc_missing"
"4584",647885,1,6,33,44
"4585",647886,1,7,33,50
"4586",647887,1,8,33,51
"4587",647889,3,7,32,41
"4588",647890,3,7,32,41
"4589",647891,2,6,32,42
"4590",647892,2,5,32,42
"4591",647893,3,8,32,46
"4592",647894,1,7,33,52
"4593",647895,3,9,32,47
"4594",647898,3,9,32,48
"4595",647899,3,7,32,45
"4596",647900,2,5,32,43
"4597",647901,3,9,32,50
"4598",647902,3,8,32,48
"4599",647903,3,5,32,40
"4600",647904,3,5,32,39
"4601",647905,3,5,32,39
"4602",647906,3,5,32,42
"4603",647907,3,5,32,41
"4604",647908,3,7,32,47
"4605",647909,3,6,32,43
"4606",647910,3,6,32,44
"4607",647911,3,5,32,41
"4608",647912,3,5,32,41
"4609",647913,3,6,32,42
"4610",647914,3,5,32,40
"4611",647915,3,6,32,42
"4612",647916,3,6,32,43
"4613",647917,3,5,32,40
"4614",647918,3,6,32,41
"4615",647919,3,6,32,41
"4616",647920,3,5,32,42
"4617",647921,3,5,32,41
"4618",647922,3,5,32,41
"4619",647923,3,6,32,43
"4620",647924,3,5,32,41
"4621",647926,3,6,32,42
"4622",647927,3,9,32,48
"4623",647928,3,27,30,54
"4624",647929,3,9,32,46
"4625",647930,3,19,31,54
"4626",647931,3,27,30,56
"4627",647934,3,20,31,45
"4628",647935,2,6,32,45
"4629",647936,3,18,31,55
"4630",647937,2,8,33,53
"4631",647938,4,18,31,55
"4632",647939,4,18,31,56
"4633",647940,4,18,31,56
"4634",647941,4,18,31,58
"4635",647942,2,6,32,45
"4636",647943,2,8,33,53
"4637",647944,2,5,32,43
"4638",647945,3,18,31,54
"4639",647946,3,18,31,46
"4640",647947,2,6,32,44
"4641",647948,4,18,31,56
"4642",647949,4,27,30,57
"4643",647950,2,8,33,54
"4644",647951,3,18,31,50
"4645",647952,4,18,31,54
"4646",647953,2,9,33,55
"4647",647954,3,11,32,49
"4648",647955,4,18,31,51
"4649",647956,4,8,32,54
"4650",647957,3,23,30,49
"4651",647958,3,11,32,49
"4652",647959,3,9,32,42
"4653",647960,2,11,32,50
"4654",647961,4,8,32,55
"4655",647962,4,18,31,52
"4656",647963,4,8,32,55
"4657",647964,4,18,31,52
"4658",647965,2,11,32,47
"4659",647966,2,8,32,47
"4660",647967,4,8,32,55
"4661",647969,2,9,32,48
"4662",647970,2,10,32,46
"4663",647971,3,9,32,45
"4664",647972,2,8,32,48
"4665",647973,4,9,32,54
"4666",647974,3,10,32,46
"4667",647975,2,8,32,48
"4668",647976,2,10,32,47
"4669",647977,2,10,32,46
"4670",647978,2,10,32,45
"4671",647981,3,19,31,55
"4672",647982,3,16,31,49
"4673",647984,3,18,31,55
"4674",647985,3,7,32,44
"4675",647987,3,11,32,47
"4676",647988,3,22,30,52
"4677",647990,2,7,32,47
"4678",647991,2,7,32,45
"4679",647992,3,24,30,53
"4680",647993,2,7,32,45
"4681",647994,3,29,29,54
"4682",647995,2,8,32,46
"4683",647996,3,24,30,52
"4684",647997,2,6,32,45
"4685",647998,3,23,30,54
"4686",647999,2,7,32,45
"4687",648001,2,5,32,45
"4688",648002,2,6,32,45
"4689",648003,3,30,29,55
"4690",648004,2,7,32,46
"4691",648005,3,29,30,56
"4692",648006,2,6,32,45
"4693",648007,2,6,32,45
"4694",648008,3,18,30,53
"4695",648010,2,7,32,46
"4696",648011,2,6,32,45
"4697",648012,2,6,32,44
"4698",648013,2,18,31,52
"4699",648014,2,6,32,45
"4700",648016,2,6,32,45
"4701",648017,2,9,32,41
"4702",648019,3,20,30,55
"4703",648020,2,17,31,56
"4704",648021,2,6,32,45
"4705",648024,3,18,31,43
"4706",648027,3,18,31,43
"4707",648029,2,19,30,55
"4708",648032,2,18,31,55
"4709",648033,2,18,31,56
"4710",648034,2,20,30,57
"4711",648035,3,9,32,43
"4712",648036,2,18,31,54
"4713",648037,2,17,31,51
"4714",648038,2,19,31,54
"4715",648044,2,19,30,53
"4716",648045,2,19,31,52
"4717",648046,2,16,31,57
"4718",648047,2,18,31,53
"4719",648048,2,18,31,55
"4720",648049,2,17,31,58
"4721",648050,3,18,31,43
"4722",648052,2,17,31,57
"4723",648054,2,8,32,48
"4724",648056,2,8,32,47
"4725",648057,2,11,32,46
"4726",648060,2,9,32,55
"4727",648062,2,16,31,57
"4728",648064,1,28,30,58
"4729",648065,3,10,32,46
"4730",648069,2,9,32,56
"4731",648071,3,11,32,46
"4732",648072,3,18,31,53
"4733",648073,3,18,31,50
"4734",648074,3,11,32,46
"4735",648079,3,28,30,54
"4736",648083,2,7,32,47
"4737",648084,2,7,32,49
"4738",648085,1,8,23,36
"4739",648092,3,18,31,54
"4740",648094,2,6,32,45
"4741",648095,2,7,32,44
"4742",648096,3,18,31,53
"4743",648097,3,18,30,53
"4744",648098,2,7,32,46
"4745",648099,2,7,32,46
"4746",648106,3,8,32,42
"4747",648107,2,6,32,47
"4748",648108,2,10,32,45
"4749",648109,2,8,32,45
"4750",648111,2,7,32,45
"4751",648112,3,9,32,44
"4752",648113,2,8,32,45
"4753",648114,3,8,32,43
"4754",648117,2,6,32,46
"4755",648120,2,6,32,47
"4756",648121,2,7,32,47
"4757",648122,2,6,32,45
"4758",648126,3,10,32,46
"4759",648127,3,11,32,46
"4760",648128,2,10,32,47
"4761",648130,2,6,32,46
"4762",648131,2,10,32,45
"4763",648138,1,28,31,55
"4764",648143,2,8,32,51
"4765",648144,2,18,31,54
"4766",648147,2,7,32,48
"4767",648149,2,18,31,58
"4768",648150,2,21,31,54
"4769",648151,2,9,32,45
"4770",648154,3,8,32,47
"4771",648156,2,9,32,46
"4772",648158,2,9,32,45
"4773",648159,2,18,31,55
"4774",648165,2,6,32,46
"4775",648169,2,8,32,45
"4776",648170,2,6,32,45
"4777",648172,2,7,32,45
"4778",648173,2,6,32,45
"4779",648184,3,9,32,45
"4780",648187,2,10,32,48
"4781",648189,2,8,32,47
"4782",648192,2,7,32,47
"4783",648193,2,10,32,52
"4784",648195,2,8,32,47
"4785",648198,2,9,32,45
"4786",648200,2,8,32,47
"4787",648202,2,6,32,45
"4788",648220,2,10,32,55
"4789",648224,2,8,32,47
"4790",648225,1,19,30,51
"4791",648226,2,10,32,55
"4792",648230,2,10,32,57
"4793",648231,2,10,32,56
"4794",648232,2,8,32,47
"4795",648233,2,10,32,57
"4796",648235,2,7,32,47
"4797",648238,3,8,32,50
"4798",648240,2,7,32,47
"4799",648241,2,16,31,56
"4800",648242,2,9,32,45
"4801",648243,2,8,32,46
"4802",648249,2,7,32,48
"4803",648252,4,10,32,53
"4804",648253,2,8,32,50
"4805",648256,2,8,32,45
"4806",648263,4,21,31,58
"4807",648264,2,11,32,50
"4808",648265,4,10,32,60
"4809",648270,4,18,31,50
"4810",648276,2,9,32,52
"4811",648277,3,18,31,57
"4812",648278,4,7,32,49
"4813",648279,4,6,32,48
"4814",648280,1,16,20,40
"4815",648283,3,19,30,62
"4816",648284,3,17,31,59
"4817",648286,4,18,31,61
"4818",648287,2,9,32,40
"4819",648288,3,8,32,43
"4820",648290,3,17,31,43
"4821",648291,1,17,31,48
"4822",648292,4,17,31,56
"4823",648293,4,9,32,52
"4824",648294,1,18,32,59
"4825",648295,3,9,32,48
"4826",648296,3,9,32,48
"4827",648299,3,9,32,46
"4828",648300,2,19,32,52
"4829",648301,2,17,31,49
"4830",648303,2,17,31,48
"4831",648304,1,17,31,49
"4832",648305,3,16,31,51
"4833",648306,1,16,30,49
"4834",648307,3,8,32,48
"4835",648308,3,16,31,48
"4836",648309,2,8,32,49
"4837",648311,3,16,31,50
"4838",648312,2,8,32,47
"4839",648313,2,16,32,53
"4840",648314,1,5,29,38
"4841",648315,2,18,31,51
"4842",648316,1,14,16,39
"4843",648317,2,16,31,45
"4844",648318,3,20,30,56
"4845",648319,3,6,32,40
"4846",648320,2,9,33,43
"4847",648321,3,19,30,54
"4848",648322,1,19,23,51
"4849",648323,2,8,33,48
"4850",648324,1,19,21,47
"4851",648325,1,6,25,39
"4852",648327,3,6,32,41
"4853",648328,1,14,24,43
"4854",648329,2,10,33,49
"4855",648330,1,18,25,50
"4856",648331,3,8,32,50
"4857",648332,1,18,27,54
"4858",648334,1,18,21,46
"4859",648335,3,20,31,57
"4860",648336,4,27,29,58
"4861",648337,1,18,27,51
"4862",648338,1,17,32,57
"4863",648339,4,17,30,56
"4864",648340,3,6,32,46
"4865",648343,4,7,32,48
"4866",648344,4,8,32,49
"4867",648345,4,7,32,48
"4868",648348,1,16,32,46
"4869",648350,1,6,22,37
"4870",648351,2,6,32,45
"4871",648352,3,9,33,54
"4872",648354,3,9,33,50
"4873",648355,3,19,31,52
"4874",648356,3,8,33,50
"4875",648357,3,18,32,55
"4876",648358,3,17,32,54
"4877",648359,1,18,26,49
"4878",648360,3,18,32,55
"4879",648361,3,18,32,54
"4880",648362,3,11,33,52
"4881",648364,1,19,28,51
"4882",648365,1,8,33,41
"4883",648366,1,18,28,49
"4884",648367,1,11,33,42
"4885",648368,3,8,32,46
"4886",648369,1,19,32,51
"4887",648371,3,8,32,46
"4888",648372,1,7,33,45
"4889",648373,1,7,33,44
"4890",648374,1,8,33,46
"4891",648375,1,17,32,49
"4892",648376,1,19,27,50
"4893",648377,1,19,32,53
"4894",648378,1,5,33,39
"4895",648379,1,19,30,55
"4896",648380,1,9,33,58
"4897",648381,1,18,25,53
"4898",648382,1,18,25,51
"4899",648383,1,19,30,52
"4900",648384,1,19,29,53
"4901",648385,1,21,31,53
"4902",648386,1,19,29,54
"4903",648387,1,18,30,52
"4904",648388,1,18,32,55
"4905",648389,1,17,30,51
"4906",648390,1,8,32,49
"4907",648392,1,6,28,41
"4908",654223,1,17,20,41
"4909",654224,1,16,20,42
"4910",654226,1,16,20,39
"4911",654227,1,16,24,39
"4912",654229,1,15,22,41
"4913",654230,1,6,11,33
"4914",654231,1,6,11,33
"4915",654234,1,18,23,46
"4916",654235,1,18,26,48
"4917",654236,1,17,22,45
"4918",654237,1,18,24,46
"4919",654238,1,19,19,46
"4920",654239,1,18,20,42
"4921",654240,2,18,21,44
"4922",654241,1,18,23,46
"4923",654243,1,17,27,49
"4924",654245,1,9,24,44
"4925",654246,1,9,26,45
"4926",654247,1,18,25,45
"4927",654249,1,11,16,37
"4928",654250,1,8,27,46
"4929",654251,1,20,22,53
"4930",654252,1,7,13,34
"4931",654253,1,19,22,53
"4932",654254,1,21,24,54
"4933",654255,1,8,20,37
"4934",654256,1,9,18,38
"4935",654258,1,8,17,34
"4936",654259,1,19,24,43
"4937",654260,1,19,21,42
"4938",654261,1,9,15,36
"4939",654262,1,19,19,40
"4940",654263,1,8,17,35
"4941",654265,1,18,24,46
"4942",654267,2,9,26,48
"4943",654268,1,8,17,36
"4944",654270,1,12,17,38
"4945",654271,1,8,18,38
"4946",654273,1,16,17,39
"4947",654274,1,20,16,37
"4948",654275,1,11,25,47
"4949",654278,1,16,15,38
"4950",654279,1,11,15,38
"4951",654281,1,16,23,45
"4952",654282,1,21,19,40
"4953",654283,1,9,18,38
"4954",654284,1,16,17,39
"4955",654285,1,16,19,38
"4956",654287,1,16,17,36
"4957",654288,1,18,17,38
"4958",654289,1,14,15,36
"4959",654290,1,14,14,38
"4960",654291,1,17,28,49
"4961",654292,1,16,16,38
"4962",654293,1,16,12,30
"4963",654294,1,11,28,48
"4964",654295,1,7,7,26
"4965",654296,2,15,25,46
"4966",654297,1,16,16,36
"4967",654299,1,7,26,42
"4968",654300,1,18,24,44
"4969",654305,1,5,8,24
"4970",654306,1,8,22,43
"4971",654309,1,9,13,34
"4972",654310,1,18,27,47
"4973",654311,1,9,19,39
"4974",654312,1,9,15,36
"4975",654313,1,7,14,35
"4976",654314,1,9,13,36
"4977",654315,1,5,8,24
"4978",654317,1,15,26,45
"4979",654318,1,8,17,36
"4980",654319,1,8,12,34
"4981",654321,1,10,28,46
"4982",654323,1,15,23,43
"4983",654324,1,6,10,32
"4984",654325,1,18,30,52
"4985",654328,1,5,11,32
"4986",654330,1,9,19,36
"4987",654332,1,9,20,36
"4988",654333,1,6,12,33
"4989",654335,1,10,19,37
"4990",654336,1,5,11,31
"4991",654337,1,9,19,35
"4992",654343,1,10,20,48
"4993",654344,1,17,23,45
"4994",654345,1,17,22,47
"4995",654348,1,10,26,50
"4996",654352,2,10,23,48
"4997",654353,1,18,15,39
"4998",654354,1,10,24,49
"4999",654355,1,10,27,49
"5000",654356,1,30,19,46
"5001",654362,1,20,23,46
"5002",654365,1,9,18,40
"5003",654367,1,15,17,40
"5004",654368,1,20,18,44
"5005",654370,1,14,11,34
"5006",654371,1,9,19,36
"5007",654373,1,18,20,45
"5008",654374,1,17,21,44
"5009",654375,1,16,18,39
"5010",654376,1,19,27,50
"5011",654378,1,19,30,54
"5012",654381,1,8,14,35
"5013",654382,2,8,12,35
"5014",654384,1,9,17,36
"5015",654385,1,8,16,33
"5016",654386,1,7,11,29
"5017",654389,1,15,15,34
"5018",654395,1,7,6,27
"5019",654398,1,8,14,33
"5020",654399,2,9,13,37
"5021",654402,1,16,12,34
"5022",654405,1,19,28,55
"5023",654406,1,18,13,37
"5024",654408,1,8,4,24
"5025",654410,1,16,20,39
"5026",654412,1,18,17,39
"5027",654413,1,8,4,24
"5028",654414,1,7,23,38
"5029",654417,2,8,5,24
"5030",654418,1,7,21,38
"5031",654419,1,8,10,28
"5032",654420,1,7,28,39
"5033",654422,2,11,7,28
"5034",654423,1,11,11,33
"5035",654424,1,10,8,29
"5036",654425,1,8,7,26
"5037",654426,1,19,21,51
"5038",654430,1,10,13,32
"5039",654431,1,10,24,49
"5040",654433,1,15,7,29
"5041",654434,1,11,16,36
"5042",654435,1,11,15,34
"5043",654436,2,6,6,26
"5044",654437,1,17,11,34
"5045",654438,1,10,27,52
"5046",654439,1,11,10,33
"5047",654443,1,16,12,34
"5048",654444,1,10,27,51
"5049",654449,1,8,14,32
"5050",654457,1,16,9,33
"5051",654460,1,12,14,35
"5052",654463,1,11,16,34
"5053",654464,1,10,12,33
"5054",654467,1,8,8,28
"5055",654468,2,10,12,34
"5056",654471,1,15,10,33
"5057",654473,1,8,11,35
"5058",654474,3,9,18,42
"5059",654475,1,10,12,33
"5060",654476,1,18,22,46
"5061",654478,1,15,11,36
"5062",654479,1,15,10,33
"5063",654480,1,8,16,35
"5064",654481,1,18,23,48
"5065",654482,1,19,23,42
"5066",654484,1,8,16,39
"5067",654485,1,16,12,36
"5068",654487,1,11,19,38
"5069",654488,1,10,12,33
"5070",654490,1,9,18,36
"5071",654492,1,16,9,31
"5072",654493,1,10,7,28
"5073",654495,3,4,3,21
"5074",654496,1,7,6,24
"5075",654497,3,6,3,23
"5076",654499,1,4,4,22
"5077",654500,1,10,20,36
"5078",654501,1,4,4,22
"5079",654502,1,12,16,37
"5080",654503,1,12,15,36
"5081",654504,1,4,4,21
"5082",654506,1,12,17,36
"5083",654507,1,21,23,48
"5084",654508,1,15,18,42
"5085",654509,1,6,12,23
"5086",654510,1,6,12,30
"5087",654513,2,18,25,51
"5088",654519,1,6,14,35
"5089",654520,1,3,2,14
"5090",654522,2,2,2,14
"5091",654526,1,7,18,38
"5092",654527,1,6,13,33
"5093",654528,1,2,2,13
"5094",654529,1,21,31,53
"5095",654535,1,4,6,22
"5096",654538,1,5,10,24
"5097",654540,1,4,8,26
"5098",654541,1,6,11,27
"5099",654543,1,5,12,27
"5100",654547,1,6,14,33
"5101",654549,1,7,13,31
"5102",654550,1,6,15,33
"5103",654551,1,5,10,26
"5104",654554,1,6,15,34
"5105",654555,1,15,20,40
"5106",654556,1,6,15,34
"5107",654557,4,4,2,22
"5108",654558,1,7,23,39
"5109",654559,1,8,24,40
"5110",654561,4,5,3,23
"5111",654563,1,7,12,32
"5112",654564,1,6,12,32
"5113",654566,1,7,12,32
"5114",654567,2,7,11,30
"5115",654568,1,5,11,29
"5116",654570,1,5,11,29
"5117",654571,1,8,25,43
"5118",654572,1,18,28,53
"5119",654573,3,5,4,21
"5120",654574,1,8,13,31
"5121",654575,2,4,3,21
"5122",654576,3,4,2,21
"5123",654577,1,7,15,34
"5124",654580,3,4,3,21
"5125",654581,3,5,3,21
"5126",654584,1,7,12,31
"5127",654585,3,4,3,20
"5128",654586,1,7,8,26
"5129",654587,1,5,5,25
"5130",654588,3,4,3,21
"5131",654589,1,7,13,31
"5132",654590,1,7,16,34
"5133",654591,1,7,10,33
"5134",654592,3,4,3,21
"5135",654593,1,9,12,31
"5136",654594,1,4,4,23
"5137",654596,1,17,29,54
"5138",654597,1,8,14,33
"5139",654598,1,6,7,29
"5140",654599,1,16,25,45
"5141",654600,1,6,9,29
"5142",654604,1,8,12,34
"5143",654606,1,8,12,30
"5144",654607,1,11,10,34
"5145",654610,2,6,8,31
"5146",654612,1,17,30,60
"5147",654613,1,13,10,33
"5148",654614,1,13,12,34
"5149",654617,2,16,7,33
"5150",654618,1,6,6,24
"5151",654619,1,8,13,34
"5152",654621,1,8,13,35
"5153",654622,2,4,4,22
"5154",654624,1,10,13,34
"5155",654625,1,9,14,35
"5156",654626,1,9,31,43
"5157",654628,3,4,3,22
"5158",654629,1,9,16,35
"5159",654630,3,4,3,21
"5160",654631,1,11,12,34
"5161",654632,2,4,4,23
"5162",654633,1,5,5,23
"5163",654635,1,6,4,23
"5164",654636,1,9,28,44
"5165",654637,1,8,9,32
"5166",654639,1,6,26,38
"5167",654640,1,9,13,36
"5168",654642,1,8,11,35
"5169",654645,1,5,3,23
"5170",654646,1,10,13,36
"5171",654651,1,11,12,35
"5172",654652,1,10,11,33
"5173",654653,1,3,8,24
"5174",654654,1,10,11,29
"5175",654655,1,6,6,24
"5176",654656,1,4,6,24
"5177",654657,3,5,3,22
"5178",654658,1,11,10,29
"5179",654660,1,18,26,48
"5180",654661,1,11,17,38
"5181",654662,2,3,3,22
"5182",654664,1,11,19,41
"5183",654667,1,10,18,40
"5184",654669,2,13,6,27
"5185",654671,1,3,4,22
"5186",654672,1,11,21,41
"5187",654673,1,14,16,37
"5188",654674,1,14,19,42
"5189",654675,1,14,21,44
"5190",654677,1,20,25,47
"5191",654678,1,15,13,33
"5192",654679,2,3,2,22
"5193",654680,1,13,19,40
"5194",654682,1,11,17,39
"5195",654683,1,11,21,40
"5196",654684,1,5,12,34
"5197",654685,1,5,13,34
"5198",654686,1,11,21,39
"5199",654688,1,11,17,38
"5200",654689,1,14,8,31
"5201",654691,1,13,17,42
"5202",654694,1,4,9,30
"5203",654696,1,6,12,32
"5204",654697,1,11,13,35
"5205",654699,1,5,13,33
"5206",654700,2,6,12,33
"5207",654701,1,10,19,40
"5208",654702,1,8,20,38
"5209",654703,1,10,18,39
"5210",654705,2,6,11,33
"5211",654707,2,15,11,38
"5212",654708,1,9,21,42
"5213",654717,1,8,4,26
"5214",654718,1,4,3,21
"5215",654719,1,9,11,31
"5216",654720,1,9,12,32
"5217",654721,1,11,11,33
"5218",654722,1,13,12,32
"5219",654723,3,4,4,24
"5220",654724,1,6,13,30
"5221",654725,1,13,15,34
"5222",654726,1,4,4,23
"5223",654727,1,6,13,29
"5224",654728,1,8,21,36
"5225",654729,1,27,12,33
"5226",654730,1,10,15,35
"5227",654732,1,8,16,30
"5228",654733,1,8,10,31
"5229",654734,1,9,15,33
"5230",654738,1,6,5,23
"5231",654739,1,6,5,22
"5232",654741,2,6,4,23
"5233",654742,1,6,5,25
"5234",654744,1,10,7,30
"5235",654745,1,4,5,23
"5236",654746,1,5,11,32
"5237",654747,1,6,11,32
"5238",654748,1,9,8,30
"5239",654749,1,10,11,34
"5240",654752,1,6,7,24
"5241",654756,1,9,9,33
"5242",654757,1,10,11,34
"5243",654758,1,7,10,32
"5244",654759,1,8,8,32
"5245",654760,1,8,13,32
"5246",654761,1,7,15,35
"5247",654763,1,7,11,32
"5248",654764,1,7,11,32
"5249",654765,1,7,10,30
"5250",654766,1,7,12,33
"5251",654767,1,9,11,34
"5252",654768,1,8,9,31
"5253",654769,1,9,12,36
"5254",654770,1,9,11,34
"5255",654774,1,16,25,39
"5256",654775,1,7,12,32
"5257",654776,1,17,19,41
"5258",654777,1,7,13,33
"5259",654778,1,7,25,39
"5260",654779,1,11,25,45
"5261",654781,1,18,29,44
"5262",654782,1,5,14,32
"5263",654783,1,8,10,26
"5264",654784,1,8,13,35
"5265",654785,1,18,22,45
"5266",654786,1,10,22,43
"5267",654788,1,18,19,39
"5268",654790,1,8,16,29
"5269",654791,1,7,6,24
"5270",654792,1,18,16,35
"5271",654793,1,18,21,37
"5272",654796,1,17,18,40
"5273",654797,1,17,16,40
"5274",654798,1,8,20,39
"5275",654799,1,27,17,43
"5276",654800,1,8,14,34
"5277",654802,1,18,12,36
"5278",654803,1,10,16,34
"5279",654804,1,7,12,30
"5280",654805,1,7,21,39
"5281",654807,1,17,20,41
"5282",654810,1,9,13,37
"5283",654813,2,13,7,26
"5284",654814,1,9,9,26
"5285",654815,1,8,5,23
"5286",654816,1,9,22,43
"5287",654817,1,16,22,48
"5288",654819,1,10,9,29
"5289",654821,1,7,17,37
"5290",654822,1,16,27,52
"5291",654823,1,8,17,39
"5292",654825,1,10,20,39
"5293",654826,1,4,4,22
"5294",654827,1,6,4,22
"5295",654829,1,12,10,31
"5296",654830,1,4,4,22
"5297",654832,1,20,30,53
"5298",654833,1,6,14,35
"5299",654837,1,6,16,35
"5300",654838,1,12,20,37
"5301",654841,1,4,8,23
"5302",654843,1,6,10,30
"5303",654844,1,4,5,23
"5304",654845,1,4,3,21
"5305",654846,1,15,16,37
"5306",654847,1,20,27,54
"5307",654849,1,15,10,33
"5308",654851,1,4,4,22
"5309",654852,1,9,30,46
"5310",654855,1,6,9,31
"5311",654858,1,10,14,35
"5312",654860,1,6,5,22
"5313",654862,1,11,15,37
"5314",654863,1,7,21,38
"5315",654865,1,6,11,30
"5316",654866,1,12,12,35
"5317",654868,1,9,11,30
"5318",654869,1,9,10,33
"5319",654870,1,8,9,30
"5320",654871,1,6,10,27
"5321",654872,1,7,10,31
"5322",654873,1,7,9,28
"5323",676615,3,9,32,45
"5324",676630,3,6,32,46
"5325",676631,3,7,32,46
"5326",676638,1,5,33,38
"5327",676642,3,5,32,38
"5328",676650,3,5,32,37
"5329",676651,3,5,32,38
"5330",676652,3,5,32,38
"5331",676659,2,5,32,37
"5332",676660,2,5,32,38
"5333",676661,2,6,32,38
"5334",676662,3,6,32,38
"5335",676663,2,6,32,37
"5336",676667,2,6,32,38
"5337",676668,2,7,32,41
"5338",676669,2,7,32,40
"5339",676672,2,5,32,38
"5340",676675,2,5,32,39
"5341",676676,2,7,32,44
"5342",676683,2,6,32,42
"5343",676685,3,6,32,42
"5344",676686,2,6,32,45
"5345",676687,3,6,32,42
"5346",676688,2,8,32,50
"5347",676689,3,8,32,51
"5348",676690,1,19,32,52
"5349",676692,3,9,32,51
"5350",676694,3,7,32,53
"5351",676695,3,7,32,52
"5352",676696,3,19,31,56
"5353",676697,1,8,33,51
"5354",676699,2,6,32,40
"5355",676700,2,6,32,39
"5356",676701,2,6,32,40
"5357",676705,2,6,32,40
"5358",676706,2,6,32,41
"5359",676707,2,6,32,41
"5360",676709,2,5,32,39
"5361",676712,3,6,32,42
"5362",676714,2,6,32,40
"5363",676715,3,6,32,40
"5364",676716,2,6,32,40
"5365",676717,3,6,32,44
"5366",676718,2,6,32,39
"5367",676720,2,6,32,40
"5368",676723,3,6,32,48
"5369",676725,3,7,32,43
"5370",676730,3,15,31,49
"5371",676732,3,8,32,51
"5372",676734,3,6,32,42
"5373",676735,3,6,32,42
"5374",676736,3,7,32,45
"5375",676737,3,8,32,51
"5376",676739,3,5,32,40
"5377",676740,3,7,32,43
"5378",676741,2,7,32,42
"5379",676744,2,5,32,37
"5380",676746,2,7,32,46
"5381",676747,3,6,32,43
"5382",676748,3,7,32,46
"5383",676749,2,7,32,46
"5384",676750,3,5,32,40
"5385",676751,2,6,32,45
"5386",676752,5,16,31,64
"5387",676753,3,7,32,45
"5388",676754,3,8,32,51
"5389",676755,3,6,32,45
"5390",676757,3,6,32,43
"5391",676759,3,18,31,52
"5392",676760,3,8,32,52
"5393",676761,3,7,32,45
"5394",676763,3,7,32,52
"5395",676764,2,7,32,46
"5396",676765,4,7,32,49
"5397",676766,1,9,33,51
"5398",676767,3,8,32,50
"5399",676770,3,8,32,53
"5400",676774,4,16,31,55
"5401",676777,3,10,32,53
"5402",676780,4,10,32,57
"5403",676781,3,8,32,51
"5404",676783,5,8,32,61
"5405",676786,5,7,32,61
"5406",676787,4,10,32,56
"5407",676789,2,9,32,59
"5408",676790,3,10,32,54
"5409",676793,6,31,27,72
"5410",676794,4,6,32,48
"5411",676800,4,7,32,48
"5412",676806,3,6,32,47
"5413",676807,3,6,32,47
"5414",676810,3,6,32,46
"5415",676811,3,6,32,45
"5416",676816,4,6,32,47
"5417",676817,4,18,31,52
"5418",676818,3,6,32,45
"5419",676819,4,9,32,58
"5420",676821,2,8,32,48
"5421",676822,2,9,32,46
"5422",676827,4,8,32,47
"5423",676828,4,9,32,62
"5424",676829,2,6,32,42
"5425",676835,3,8,32,52
"5426",676836,3,8,32,53
"5427",676841,1,8,33,50
"5428",676843,3,6,32,41
"5429",676844,2,6,32,40
"5430",676846,2,4,32,38
"5431",676850,3,9,32,44
"5432",676851,3,6,32,45
"5433",676852,2,7,32,51
"5434",676854,3,7,32,45
"5435",676855,3,8,32,44
"5436",676856,3,7,32,41
"5437",676857,2,6,32,38
"5438",676860,2,4,32,36
"5439",676865,3,7,32,47
"5440",676866,4,6,32,46
"5441",676868,3,6,32,40
"5442",676869,3,8,32,48
"5443",676870,1,7,33,53
"5444",676871,2,7,32,49
"5445",676872,3,7,32,46
"5446",676874,1,8,33,48
"5447",676876,2,7,32,49
"5448",676877,3,7,32,47
"5449",676879,4,6,32,46
"5450",676880,3,8,32,48
"5451",676883,4,6,32,53
"5452",676886,2,8,33,54
"5453",676889,3,15,31,45
"5454",676890,3,5,32,44
"5455",676891,1,5,33,38
"5456",676892,2,6,32,39
"5457",676897,2,5,32,38
"5458",676906,1,16,32,45
"5459",676907,1,18,33,60
"5460",676909,3,5,32,37
"5461",676916,4,16,31,51
"5462",676917,3,8,32,47
"5463",676918,4,8,32,48
"5464",676922,4,16,31,52
"5465",676927,4,8,32,48
"5466",676938,4,8,32,47
"5467",676941,2,6,32,40
"5468",676943,3,7,32,41
"5469",676945,3,8,32,42
"5470",676953,4,7,32,55
"5471",676954,3,7,32,45
"5472",676959,5,19,31,62
"5473",676961,3,6,32,44
"5474",676962,5,18,31,57
"5475",676965,3,6,32,41
"5476",676967,3,6,32,42
"5477",676969,4,17,31,53
"5478",676970,5,17,31,62
"5479",676971,3,7,32,44
"5480",676972,4,19,31,56
"5481",676974,5,17,31,63
"5482",676976,2,5,32,38
"5483",676977,1,7,33,48
"5484",676978,2,6,32,43
"5485",676980,3,6,32,45
"5486",676982,2,7,32,43
"5487",676985,5,16,31,56
"5488",676988,2,4,32,38
"5489",676992,2,5,32,37
"5490",676994,3,11,32,52
"5491",676995,6,17,31,61
"5492",676997,2,7,32,48
"5493",677000,5,10,32,67
"5494",677002,2,10,32,49
"5495",677003,2,10,32,49
"5496",677005,4,7,32,53
"5497",677007,2,5,32,37
"5498",677013,5,17,31,61
"5499",677019,2,8,32,45
"5500",677023,5,9,32,60
"5501",677027,4,16,31,54
"5502",677029,2,7,32,41
"5503",677033,3,6,32,41
"5504",677034,3,7,32,45
"5505",677036,3,8,32,43
"5506",677039,2,6,32,40
"5507",677041,3,9,32,47
"5508",677043,2,6,27,38
"5509",677044,3,5,32,39
"5510",677045,3,8,32,47
"5511",677048,2,7,32,45
"5512",677049,1,9,33,46
"5513",677054,2,5,32,38
"5514",677057,3,8,32,44
